0 	 7.000000e+00 	 1.800000e+01
1 	 1.300000e+01 	 1.550000e+01
2 	 1.900000e+01 	 1.300000e+01
3 	 2.500000e+01 	 1.050000e+01
4 	 3.100000e+01 	 8.000000e+00
5 	 3.700000e+01 	 5.500000e+00
6 	 4.300000e+01 	 3.000000e+00
7 	 4.900000e+01 	 5.000000e-01
8 	 5.500000e+01 	 -2.000000e+00
9 	 6.100000e+01 	 -4.500000e+00
10 	 6.700000e+01 	 -7.000000e+00
11 	 7.300000e+01 	 -9.500000e+00
12 	 7.900000e+01 	 -1.200000e+01
13 	 8.500000e+01 	 -1.450000e+01
14 	 9.100000e+01 	 -1.700000e+01
15 	 9.700000e+01 	 -1.950000e+01
16 	 1.030000e+02 	 -2.200000e+01
17 	 1.090000e+02 	 -2.450000e+01
18 	 1.150000e+02 	 -2.700000e+01
19 	 1.210000e+02 	 -2.950000e+01
20 	 1.270000e+02 	 -3.200000e+01
21 	 1.330000e+02 	 -3.450000e+01
22 	 1.390000e+02 	 -3.700000e+01
23 	 1.450000e+02 	 -3.950000e+01
24 	 1.510000e+02 	 -4.200000e+01
25 	 1.570000e+02 	 -4.450000e+01
26 	 1.630000e+02 	 -4.700000e+01
27 	 1.690000e+02 	 -4.950000e+01
28 	 1.750000e+02 	 -5.200000e+01
29 	 1.810000e+02 	 -5.450000e+01
30 	 1.870000e+02 	 -5.700000e+01
31 	 1.930000e+02 	 -5.950000e+01
32 	 1.990000e+02 	 -6.200000e+01
33 	 2.050000e+02 	 -6.450000e+01
34 	 2.110000e+02 	 -6.700000e+01
35 	 2.170000e+02 	 -6.950000e+01
36 	 2.230000e+02 	 -7.200000e+01
37 	 2.290000e+02 	 -7.450000e+01
38 	 2.350000e+02 	 -7.700000e+01
39 	 2.410000e+02 	 -7.950000e+01
40 	 2.470000e+02 	 -8.200000e+01
41 	 2.530000e+02 	 -8.450000e+01
42 	 2.590000e+02 	 -8.700000e+01
43 	 2.650000e+02 	 -8.950000e+01
44 	 2.710000e+02 	 -9.200000e+01
45 	 2.770000e+02 	 -9.450000e+01
46 	 2.830000e+02 	 -9.700000e+01
47 	 2.890000e+02 	 -9.950000e+01
48 	 2.950000e+02 	 -1.020000e+02
49 	 3.010000e+02 	 -1.045000e+02
50 	 3.070000e+02 	 -1.070000e+02
